experiment_name,FractionID,FractionOrder
ARATH_IEX1,Athaliana_sproutsWWC_21a_02202017,21
ARATH_IEX1,Athaliana_sproutsWWC_22a_02202017,22
ARATH_IEX1,Athaliana_sproutsWWC_23a_02202017,23
ARATH_IEX1,Athaliana_sproutsWWC_24a_02202017,24
ARATH_IEX1,Athaliana_sproutsWWC_17a_02192017,17
ARATH_IEX1,Athaliana_sproutsWWC_11a_02202017,11
ARATH_IEX1,Athaliana_sproutsWWC_55a_02192017,55
ARATH_IEX1,Athaliana_sproutsWWC_04a_02182017,4
ARATH_IEX1,Athaliana_sproutsWWC_25a_02172017,25
ARATH_IEX1,Athaliana_sproutsWWC_26a_02182017,26
ARATH_IEX1,Athaliana_sproutsWWC_27a_02182017,27
ARATH_IEX1,Athaliana_sproutsWWC_50a_02182017,50
ARATH_IEX1,Athaliana_sproutsWWC_47a_02202017,47
ARATH_IEX1,Athaliana_sproutsWWC_44a_02202017,44
ARATH_IEX1,Athaliana_sproutsWWC_14a_02182017,14
ARATH_IEX1,Athaliana_sproutsWWC_15a_02182017,15
ARATH_IEX1,Athaliana_sproutsWWC_16a_02182017,16
ARATH_IEX1,Athaliana_sproutsWWC_09a_02202017,9
ARATH_IEX1,Athaliana_sproutsWWC_38a_02182017,38
ARATH_IEX1,Athaliana_sproutsWWC_39a_02182017,39
ARATH_IEX1,Athaliana_sproutsWWC_40a_02182017,40
ARATH_IEX1,Athaliana_sproutsWWC_41a_02192017,41
ARATH_IEX1,Athaliana_sproutsWWC_49a_02172017,49
ARATH_IEX1,Athaliana_sproutsWWC_52a_02182017,52
ARATH_IEX1,Athaliana_sproutsWWC_48a_02202017,48
ARATH_IEX1,Athaliana_sproutsWWC_28a_02182017,28
ARATH_IEX1,Athaliana_sproutsWWC_35a_02202017,35
ARATH_IEX1,Athaliana_sproutsWWC_42a_02192017,42
ARATH_IEX1,Athaliana_sproutsWWC_43a_02192017,43
ARATH_IEX1,Athaliana_sproutsWWC_18a_02192017,18
ARATH_IEX1,Athaliana_sproutsWWC_29a_02192017,29
ARATH_IEX1,Athaliana_sproutsWWC_45a_02202017,45
ARATH_IEX1,Athaliana_sproutsWWC_58a_02202017,58
ARATH_IEX1,Athaliana_sproutsWWC_31a_02192017,31
ARATH_IEX1,Athaliana_sproutsWWC_12a_02202017,12
ARATH_IEX1,Athaliana_sproutsWWC_01a_02172017,1
ARATH_IEX1,Athaliana_sproutsWWC_03a_02182017,3
ARATH_IEX1,Athaliana_sproutsWWC_54a_02192017,54
ARATH_IEX1,Athaliana_sproutsWWC_57a_02202017,57
ARATH_IEX1,Athaliana_sproutsWWC_33a_02202017,33
ARATH_IEX1,Athaliana_sproutsWWC_34a_02202017,34
ARATH_IEX1,Athaliana_sproutsWWC_36a_02202017,36
ARATH_IEX1,Athaliana_sproutsWWC_37a_02172017,37
ARATH_IEX1,Athaliana_sproutsWWC_46a_02202017,46
ARATH_IEX1,Athaliana_sproutsWWC_51a_02182017,51
ARATH_IEX1,Athaliana_sproutsWWC_53b_02212017,53
ARATH_IEX1,Athaliana_sproutsWWC_59a_02202017,59
ARATH_IEX1,Athaliana_sproutsWWC_56a_02202017,56
ARATH_IEX1,Athaliana_sproutsWWC_07a_02192017,7
ARATH_IEX1,Athaliana_sproutsWWC_06a_02192017,6
ARATH_IEX1,Athaliana_sproutsWWC_13a_02172017,13
ARATH_IEX1,Athaliana_sproutsWWC_32a_02192017,32
ARATH_IEX1,Athaliana_sproutsWWC_60a_02202017,60
ARATH_IEX1,Athaliana_sproutsWWC_02a_02172017,2
ARATH_IEX2,Athaliana_seed_IEX_62a_03222017,57
ARATH_IEX2,Athaliana_seed_IEX_64a_03232017,59
ARATH_IEX2,Athaliana_seed_IEX_26a_03222017,21
ARATH_IEX2,Athaliana_seed_IEX_27a_03222017,22
ARATH_IEX2,Athaliana_seed_IEX_29a_03232017,24
ARATH_IEX2,Athaliana_seed_IEX_30a_03232017,25
ARATH_IEX2,Athaliana_seed_IEX_31a_03232017,26
ARATH_IEX2,Athaliana_seed_IEX_32a_03242017,27
ARATH_IEX2,Athaliana_seed_IEX_33a_03242017,28
ARATH_IEX2,Athaliana_seed_IEX_34a_03242017,29
ARATH_IEX2,Athaliana_seed_IEX_35a_03242017,30
ARATH_IEX2,Athaliana_seed_IEX_36a_03242017,31
ARATH_IEX2,Athaliana_seed_IEX_37a_03222017,32
ARATH_IEX2,Athaliana_seed_IEX_38a_03222017,33
ARATH_IEX2,Athaliana_seed_IEX_44a_03242017,39
ARATH_IEX2,Athaliana_seed_IEX_56a_03242017,51
ARATH_IEX2,Athaliana_seed_IEX_58a_03242017,53
ARATH_IEX2,Athaliana_seed_IEX_59a_03242017,54
ARATH_IEX2,Athaliana_seed_IEX_40a_03232017,35
ARATH_IEX2,Athaliana_seed_IEX_41a_03232017,36
ARATH_IEX2,Athaliana_seed_IEX_43a_03232017,38
ARATH_IEX2,Athaliana_seed_IEX_45a_03242017,40
ARATH_IEX2,Athaliana_seed_IEX_47a_03242017,42
ARATH_IEX2,Athaliana_seed_IEX_48a_03242017,43
ARATH_IEX2,Athaliana_seed_IEX_54a_03232017,49
ARATH_IEX2,Athaliana_seed_IEX_15a_03222017,10
ARATH_IEX2,Athaliana_seed_IEX_19a_03232017,14
ARATH_IEX2,Athaliana_seed_IEX_21a_03242017,16
ARATH_IEX2,Athaliana_seed_IEX_50a_03222017,45
ARATH_IEX2,Athaliana_seed_IEX_51a_03222017,46
ARATH_IEX2,Athaliana_seed_IEX_52a_03232017,47
ARATH_IEX2,Athaliana_seed_IEX_60a_03242017,55
ARATH_IEX2,Athaliana_seed_IEX_55a_03232017,50
ARATH_IEX2,Athaliana_seed_IEX_46a_03242017,41
ARATH_IEX2,Athaliana_seed_IEX_49a_03222017,44
ARATH_IEX2,Athaliana_seed_IEX_12a_03242017,7
ARATH_IEX2,Athaliana_seed_IEX_22a_03242017,17
ARATH_IEX2,Athaliana_seed_IEX_24a_03242017,19
ARATH_IEX2,Athaliana_seed_IEX_07a_03232017,2
ARATH_IEX2,Athaliana_seed_IEX_63a_03222017,58
ARATH_IEX2,Athaliana_seed_IEX_53a_03232017,48
ARATH_IEX2,Athaliana_seed_IEX_61a_03222017,56
ARATH_IEX2,Athaliana_seed_IEX_16a_03232017,11
ARATH_IEX2,Athaliana_seed_IEX_28a_03232017,23
ARATH_IEX2,Athaliana_seed_IEX_39a_03222017,34
ARATH_IEX2,Athaliana_seed_IEX_42a_03232017,37
ARATH_IEX2,Athaliana_seed_IEX_65a_03232017,60
ARATH_IEX2,Athaliana_seed_IEX_11a_03242017,6
ARATH_IEX2,Athaliana_seed_IEX_23a_03242017,18
ARATH_IEX2,Athaliana_seed_IEX_13a_03222017,8
ARATH_IEX2,Athaliana_seed_IEX_18a_03232017,13
ARATH_IEX2,Athaliana_seed_IEX_06a_03232017,1
ARATH_IEX2,Athaliana_seed_IEX_25a_03222017,20
ARATH_IEX2,Athaliana_seed_IEX_57a_03242017,52
ARATH_IEX2,Athaliana_seed_IEX_17a_03232017,12
ARATH_IEX2,Athaliana_seed_IEX_10a_03242017,5
ARATH_IEX2,Athaliana_seed_IEX_08a_03242017,3
ARATH_IEX2,Athaliana_seed_IEX_14a_03222017,9
ARATH_IEX2,Athaliana_seed_IEX_20a_03242017,15
ARATH_IEX2,Athaliana_seed_IEX_09a_03242017,4
ARATH_SEC1,A_thaliana_sprouts_SEC_03a_02102017,1
ARATH_SEC1,A_thaliana_sprouts_SEC_23a_02112017,21
ARATH_SEC1,A_thaliana_sprouts_SEC_30a_02102017,28
ARATH_SEC1,A_thaliana_sprouts_SEC_07a_02102017,5
ARATH_SEC1,A_thaliana_sprouts_SEC_52a_02102017,50
ARATH_SEC1,A_thaliana_sprouts_SEC_14a_02092017,12
ARATH_SEC1,A_thaliana_sprouts_SEC_31a_02112017,29
ARATH_SEC1,A_thaliana_sprouts_SEC_05a_02102017,3
ARATH_SEC1,A_thaliana_sprouts_SEC_08a_02112017,6
ARATH_SEC1,A_thaliana_sprouts_SEC_18a_02102017,16
ARATH_SEC1,A_thaliana_sprouts_SEC_38a_02092017,36
ARATH_SEC1,A_thaliana_sprouts_SEC_39a_02102017,37
ARATH_SEC1,A_thaliana_sprouts_SEC_40a_02102017,38
ARATH_SEC1,A_thaliana_sprouts_SEC_27a_02102017,25
ARATH_SEC1,A_thaliana_sprouts_SEC_28a_02102017,26
ARATH_SEC1,A_thaliana_sprouts_SEC_29a_02102017,27
ARATH_SEC1,A_thaliana_sprouts_SEC_32a_02112017,30
ARATH_SEC1,A_thaliana_sprouts_SEC_33a_02112017,31
ARATH_SEC1,A_thaliana_sprouts_SEC_35a_02112017,33
ARATH_SEC1,A_thaliana_sprouts_SEC_36a_02122017,34
ARATH_SEC1,A_thaliana_sprouts_SEC_37a_02092017,35
ARATH_SEC1,A_thaliana_sprouts_SEC_54a_02102017,52
ARATH_SEC1,A_thaliana_sprouts_SEC_47a_02112017,45
ARATH_SEC1,A_thaliana_sprouts_SEC_04a_02102017,2
ARATH_SEC1,A_thaliana_sprouts_SEC_15a_02102017,13
ARATH_SEC1,A_thaliana_sprouts_SEC_46a_02112017,44
ARATH_SEC1,A_thaliana_sprouts_SEC_09a_02112017,7
ARATH_SEC1,A_thaliana_sprouts_SEC_10a_02112017,8
ARATH_SEC1,A_thaliana_sprouts_SEC_12a_02112017,10
ARATH_SEC1,A_thaliana_sprouts_SEC_13a_02092017,11
ARATH_SEC1,A_thaliana_sprouts_SEC_17a_02102017,15
ARATH_SEC1,A_thaliana_sprouts_SEC_22a_02112017,20
ARATH_SEC1,A_thaliana_sprouts_SEC_34a_02112017,32
ARATH_SEC1,A_thaliana_sprouts_SEC_41a_02102017,39
ARATH_SEC1,A_thaliana_sprouts_SEC_42a_02102017,40
ARATH_SEC1,A_thaliana_sprouts_SEC_43a_02112017,41
ARATH_SEC1,A_thaliana_sprouts_SEC_44a_02112017,42
ARATH_SEC1,A_thaliana_sprouts_SEC_45a_02112017,43
ARATH_SEC1,A_thaliana_sprouts_SEC_06a_02102017,4
ARATH_SEC1,A_thaliana_sprouts_SEC_11a_02112017,9
ARATH_SEC1,A_thaliana_sprouts_SEC_49a_02092017,47
ARATH_SEC1,A_thaliana_sprouts_SEC_19a_02112017,17
ARATH_SEC1,A_thaliana_sprouts_SEC_24a_02122017,22
ARATH_SEC1,A_thaliana_sprouts_SEC_50a_02092017,48
ARATH_SEC1,A_thaliana_sprouts_SEC_53a_02102017,51
ARATH_SEC1,A_thaliana_sprouts_SEC_20a_02112017,18
ARATH_SEC1,A_thaliana_sprouts_SEC_16a_02102017,14
ARATH_SEC1,A_thaliana_sprouts_SEC_25a_02092017,23
ARATH_SEC1,A_thaliana_sprouts_SEC_26a_02092017,24
ARATH_SEC1,A_thaliana_sprouts_SEC_48a_02122017,46
ARATH_SEC1,A_thaliana_sprouts_SEC_21a_02112017,19
ARATH_SEC1,A_thaliana_sprouts_SEC_51a_02102017,49
CHLRE_IEX1,Chlamy_WWC_41a_20160904,36
CHLRE_IEX1,Chlamy_WWC_26a_20160903,21
CHLRE_IEX1,Chlamy_WWC_39a_20160903,34
CHLRE_IEX1,Chlamy_WWC_55a_20160901,50
CHLRE_IEX1,Chlamy_WWC_56a_20160902,51
CHLRE_IEX1,Chlamy_WWC_57a_20160902,52
CHLRE_IEX1,Chlamy_WWC_58a_20160902,53
CHLRE_IEX1,Chlamy_WWC_60a_20160903,55
CHLRE_IEX1,Chlamy_WWC_61a_20160903,56
CHLRE_IEX1,Chlamy_WWC_62a_20160903,57
CHLRE_IEX1,Chlamy_WWC_63a_20160903,58
CHLRE_IEX1,Chlamy_WWC_64a_20160904,59
CHLRE_IEX1,Chlamy_WWC_10a_20160902,5
CHLRE_IEX1,Chlamy_WWC_34a_20160902,29
CHLRE_IEX1,Chlamy_WWC_35a_20160902,30
CHLRE_IEX1,Chlamy_WWC_36a_20160903,31
CHLRE_IEX1,Chlamy_WWC_38a_20160903,33
CHLRE_IEX1,Chlamy_WWC_40a_20160904,35
CHLRE_IEX1,Chlamy_WWC_42a_20160901,37
CHLRE_IEX1,Chlamy_WWC_43a_20160901,38
CHLRE_IEX1,Chlamy_WWC_45a_20160902,40
CHLRE_IEX1,Chlamy_WWC_47a_20160902,42
CHLRE_IEX1,Chlamy_WWC_49a_20160903,44
CHLRE_IEX1,Chlamy_WWC_50a_20160903,45
CHLRE_IEX1,Chlamy_WWC_53a_20160904,48
CHLRE_IEX1,Chlamy_WWC_51a_20160903,46
CHLRE_IEX1,Chlamy_WWC_30a_20160901,25
CHLRE_IEX1,Chlamy_WWC_27a_20160903,22
CHLRE_IEX1,Chlamy_WWC_28a_20160904,23
CHLRE_IEX1,Chlamy_WWC_29a_20160904,24
CHLRE_IEX1,Chlamy_WWC_31a_20160901,26
CHLRE_IEX1,Chlamy_WWC_32a_20160902,27
CHLRE_IEX1,Chlamy_WWC_33a_20160902,28
CHLRE_IEX1,Chlamy_WWC_37a_20160903,32
CHLRE_IEX1,Chlamy_WWC_44a_20160902,39
CHLRE_IEX1,Chlamy_WWC_46a_20160902,41
CHLRE_IEX1,Chlamy_WWC_48a_20160903,43
CHLRE_IEX1,Chlamy_WWC_52a_20160904,47
CHLRE_IEX1,Chlamy_WWC_07a_20160901,2
CHLRE_IEX1,Chlamy_WWC_09a_20160902,4
CHLRE_IEX1,Chlamy_WWC_23a_20160902,18
CHLRE_IEX1,Chlamy_WWC_54a_20160901,49
CHLRE_IEX1,Chlamy_WWC_16a_20160903,11
CHLRE_IEX1,Chlamy_WWC_14a_20160903,9
CHLRE_IEX1,Chlamy_WWC_24a_20160903,19
CHLRE_IEX1,Chlamy_WWC_18a_20160901,13
CHLRE_IEX1,Chlamy_WWC_21a_20160902,16
CHLRE_IEX1,Chlamy_WWC_13a_20160903,8
CHLRE_IEX1,Chlamy_WWC_15a_20160903,10
CHLRE_IEX1,Chlamy_WWC_17a_20160904,12
CHLRE_IEX1,Chlamy_WWC_22a_20160902,17
CHLRE_IEX1,Chlamy_WWC_12a_20160902,7
CHLRE_IEX1,Chlamy_WWC_08a_20160901,3
CHLRE_IEX1,Chlamy_WWC_59a_20160902,54
CHLRE_IEX1,Chlamy_WWC_11a_20160902,6
CHLRE_IEX1,Chlamy_WWC_25a_20160903,20
CHLRE_IEX1,Chlamy_WWC_65a_20160904,60
CHLRE_IEX1,Chlamy_WWC_19a_20160901,14
CHLRE_IEX1,Chlamy_WWC_20a_20160902,15
CHLRE_IEX1,Chlamy_WWC_06a_20160901,1
CHLRE_SEC2,Chlamy_NE_SEC_39a_04282017,35
CHLRE_SEC2,Chlamy_NE_SEC_40a_04282017,36
CHLRE_SEC2,Chlamy_NE_SEC_15a_04282017,11
CHLRE_SEC2,Chlamy_NE_SEC_29a_04282017,25
CHLRE_SEC2,Chlamy_NE_SEC_31a_04292017,27
CHLRE_SEC2,Chlamy_NE_SEC_36a_04292017,32
CHLRE_SEC2,Chlamy_NE_SEC_41a_04282017,37
CHLRE_SEC2,Chlamy_NE_SEC_30a_04282017,26
CHLRE_SEC2,Chlamy_NE_SEC_33a_04292017,29
CHLRE_SEC2,Chlamy_NE_SEC_27a_04282017,23
CHLRE_SEC2,Chlamy_NE_SEC_45a_04292017,41
CHLRE_SEC2,Chlamy_NE_SEC_22a_04292017,18
CHLRE_SEC2,Chlamy_NE_SEC_23a_04292017,19
CHLRE_SEC2,Chlamy_NE_SEC_46a_04292017,42
CHLRE_SEC2,Chlamy_NE_SEC_49a_04272017,45
CHLRE_SEC2,Chlamy_NE_SEC_51a_04282017,47
CHLRE_SEC2,Chlamy_NE_SEC_09a_04292017,5
CHLRE_SEC2,Chlamy_NE_SEC_10a_04292017,6
CHLRE_SEC2,Chlamy_NE_SEC_13a_04272017,9
CHLRE_SEC2,Chlamy_NE_SEC_24a_04292017,20
CHLRE_SEC2,Chlamy_NE_SEC_25a_04272017,21
CHLRE_SEC2,Chlamy_NE_SEC_26a_04272017,22
CHLRE_SEC2,Chlamy_NE_SEC_28a_04282017,24
CHLRE_SEC2,Chlamy_NE_SEC_16a_04282017,12
CHLRE_SEC2,Chlamy_NE_SEC_17a_04282017,13
CHLRE_SEC2,Chlamy_NE_SEC_18a_04282017,14
CHLRE_SEC2,Chlamy_NE_SEC_21a_04292017,17
CHLRE_SEC2,Chlamy_NE_SEC_42a_04282017,38
CHLRE_SEC2,Chlamy_NE_SEC_44a_04292017,40
CHLRE_SEC2,Chlamy_NE_SEC_52a_04282017,48
CHLRE_SEC2,Chlamy_NE_SEC_20a_04292017,16
CHLRE_SEC2,Chlamy_NE_SEC_34a_04292017,30
CHLRE_SEC2,Chlamy_NE_SEC_35a_04292017,31
CHLRE_SEC2,Chlamy_NE_SEC_48a_04292017,44
CHLRE_SEC2,Chlamy_NE_SEC_50a_04272017,46
CHLRE_SEC2,Chlamy_NE_SEC_38a_04272017,34
CHLRE_SEC2,Chlamy_NE_SEC_07a_04282017,3
CHLRE_SEC2,Chlamy_NE_SEC_32a_04292017,28
CHLRE_SEC2,Chlamy_NE_SEC_19a_04282017,15
CHLRE_SEC2,Chlamy_NE_SEC_08a_04292017,4
CHLRE_SEC2,Chlamy_NE_SEC_11a_04292017,7
CHLRE_SEC2,Chlamy_NE_SEC_12a_04292017,8
CHLRE_SEC2,Chlamy_NE_SEC_14a_04272017,10
CHLRE_SEC2,Chlamy_NE_SEC_37a_04272017,33
CHLRE_SEC2,Chlamy_NE_SEC_47a_04292017,43
CHLRE_SEC2,Chlamy_NE_SEC_06a_04282017,2
CHLRE_SEC2,Chlamy_NE_SEC_43a_04292017,39
CHLRE_SEC2,Chlamy_NE_SEC_05a_04282017,1
CHLRE_SEC1,Chlamy_SEC_15a_09132016,1
CHLRE_SEC1,Chlamy_SEC_17a_09132016,3
CHLRE_SEC1,Chlamy_SEC_19a_09142016,5
CHLRE_SEC1,Chlamy_SEC_22a_09142016,8
CHLRE_SEC1,Chlamy_SEC_23a_09142016,9
CHLRE_SEC1,Chlamy_SEC_24a_09152016,10
CHLRE_SEC1,Chlamy_SEC_25a_09152016,11
CHLRE_SEC1,Chlamy_SEC_28a_09132016,14
CHLRE_SEC1,Chlamy_SEC_31a_09142016,17
CHLRE_SEC1,Chlamy_SEC_43a_09142016,29
CHLRE_SEC1,Chlamy_SEC_44a_09142016,30
CHLRE_SEC1,Chlamy_SEC_45a_09142016,31
CHLRE_SEC1,Chlamy_SEC_46a_09142016,32
CHLRE_SEC1,Chlamy_SEC_47a_09152016,33
CHLRE_SEC1,Chlamy_SEC_50a_09152016,36
CHLRE_SEC1,Chlamy_SEC_51a_09132016,37
CHLRE_SEC1,Chlamy_SEC_52a_09132016,38
CHLRE_SEC1,Chlamy_SEC_53a_09132016,39
CHLRE_SEC1,Chlamy_SEC_54a_09142016,40
CHLRE_SEC1,Chlamy_SEC_56a_09142016,42
CHLRE_SEC1,Chlamy_SEC_59a_09152016,45
CHLRE_SEC1,Chlamy_SEC_60a_09152016,46
CHLRE_SEC1,Chlamy_SEC_26a_09152016,12
CHLRE_SEC1,Chlamy_SEC_57a_09142016,43
CHLRE_SEC1,Chlamy_SEC_35a_09152016,21
CHLRE_SEC1,Chlamy_SEC_36a_09152016,22
CHLRE_SEC1,Chlamy_SEC_37a_09152016,23
CHLRE_SEC1,Chlamy_SEC_38a_09152016,24
CHLRE_SEC1,Chlamy_SEC_20a_09142016,6
CHLRE_SEC1,Chlamy_SEC_39a_09132016,25
CHLRE_SEC1,Chlamy_SEC_40a_09132016,26
CHLRE_SEC1,Chlamy_SEC_41a_09132016,27
CHLRE_SEC1,Chlamy_SEC_42a_09142016,28
CHLRE_SEC1,Chlamy_SEC_48a_09152016,34
CHLRE_SEC1,Chlamy_SEC_16a_09132016,2
CHLRE_SEC1,Chlamy_SEC_18a_09132016,4
CHLRE_SEC1,Chlamy_SEC_27a_09132016,13
CHLRE_SEC1,Chlamy_SEC_30a_09142016,16
CHLRE_SEC1,Chlamy_SEC_33a_09142016,19
CHLRE_SEC1,Chlamy_SEC_34a_09142016,20
CHLRE_SEC1,Chlamy_SEC_58a_09142016,44
CHLRE_SEC1,Chlamy_SEC_61a_09152016,47
CHLRE_SEC1,Chlamy_SEC_62a_09152016,48
CHLRE_SEC1,Chlamy_SEC_32a_09142016,18
CHLRE_SEC1,Chlamy_SEC_49a_09152016,35
CHLRE_SEC1,Chlamy_SEC_55a_09142016,41
CHLRE_SEC1,Chlamy_SEC_21a_09142016,7
CHLRE_SEC1,Chlamy_SEC_29a_09132016,15
HEMO_IEX1,Hemolysate_IEX_20_10032017,15
HEMO_IEX1,Hemolysate_IEX_21_10032017,16
HEMO_IEX1,Hemolysate_IEX_13_10032017,8
HEMO_IEX1,Hemolysate_IEX_18_10032017,13
HEMO_IEX1,Hemolysate_IEX_08_10032017,3
HEMO_IEX1,Hemolysate_IEX_09_10032017,4
HEMO_IEX1,Hemolysate_IEX_10_10032017,5
HEMO_IEX1,Hemolysate_IEX_11_10032017,6
HEMO_IEX1,Hemolysate_IEX_12_10032017,7
HEMO_IEX1,Hemolysate_IEX_14_10032017,9
HEMO_IEX1,Hemolysate_IEX_15_10032017,10
HEMO_IEX1,Hemolysate_IEX_16_10032017,11
HEMO_IEX1,Hemolysate_IEX_17_10032017,12
HEMO_IEX1,Hemolysate_IEX_19_10032017,14
HEMO_IEX1,Hemolysate_IEX_22_10032017,17
HEMO_IEX1,Hemolysate_IEX_23_10032017,18
HEMO_IEX1,Hemolysate_IEX_24_10032017,19
HEMO_IEX1,Hemolysate_IEX_28_10032017,23
HEMO_IEX1,Hemolysate_IEX_29_10032018,24
HEMO_IEX1,Hemolysate_IEX_30_10032017,25
HEMO_IEX1,Hemolysate_IEX_31_10032017,26
HEMO_IEX1,Hemolysate_IEX_32_10032017,27
HEMO_IEX1,Hemolysate_IEX_33_10032017,28
HEMO_IEX1,Hemolysate_IEX_26_10032017,21
HEMO_IEX1,Hemolysate_IEX_06_10032017,1
HEMO_IEX1,Hemolysate_IEX_27_10032017,22
HEMO_IEX1,Hemolysate_IEX_07_10032017,2
HEMO_IEX1,Hemolysate_IEX_25_10032017,20
HEMO_IEX2,Hemolysate_IEX_2_75_1a_10272017,70
HEMO_IEX2,Hemolysate_IEX_2_32_1a_10272017,27
HEMO_IEX2,Hemolysate_IEX_2_43_1a_10272017,38
HEMO_IEX2,Hemolysate_IEX_2_67_1a_10272017,62
HEMO_IEX2,Hemolysate_IEX_2_18_1a_10272017,13
HEMO_IEX2,Hemolysate_IEX_2_19_1a_10272017,14
HEMO_IEX2,Hemolysate_IEX_2_20_1a_10272017,15
HEMO_IEX2,Hemolysate_IEX_2_41_1a_10272017,36
HEMO_IEX2,Hemolysate_IEX_2_44_1a_10272017,39
HEMO_IEX2,Hemolysate_IEX_2_45_1a_10272017,40
HEMO_IEX2,Hemolysate_IEX_2_56_1a_10272017,51
HEMO_IEX2,Hemolysate_IEX_2_57_1a_10272017,52
HEMO_IEX2,Hemolysate_IEX_2_58_1a_10272017,53
HEMO_IEX2,Hemolysate_IEX_2_59_1a_10272017,54
HEMO_IEX2,Hemolysate_IEX_2_66_1a_10272017,61
