experiment_name,FractionID,FractionOrder
HEMO_IEX2,Hemolysate_IEX_2_72_1a_10272017,67
HEMO_IEX2,Hemolysate_IEX_2_73_1a_10272017,68
HEMO_IEX2,Hemolysate_IEX_2_74_1a_10272017,69
HEMO_IEX2,Hemolysate_IEX_2_76_1a_10272017,71
HEMO_IEX2,Hemolysate_IEX_2_12_1a_10272017,7
HEMO_IEX2,Hemolysate_IEX_2_21_1a_10272017,16
HEMO_IEX2,Hemolysate_IEX_2_53_1a_10272017,48
HEMO_IEX2,Hemolysate_IEX_2_54_1a_10272017,49
HEMO_IEX2,Hemolysate_IEX_2_55_1a_10272017,50
HEMO_IEX2,Hemolysate_IEX_2_60_1a_10272017,55
HEMO_IEX2,Hemolysate_IEX_2_65_1a_10272017,60
HEMO_IEX2,Hemolysate_IEX_2_77_1a_10272017,72
HEMO_IEX2,Hemolysate_IEX_2_08_1a_10272017,3
HEMO_IEX2,Hemolysate_IEX_2_09_1a_10272017,4
HEMO_IEX2,Hemolysate_IEX_2_11_1a_10272017,6
HEMO_IEX2,Hemolysate_IEX_2_15_1a_10272017,10
HEMO_IEX2,Hemolysate_IEX_2_16_1a_10272017,11
HEMO_IEX2,Hemolysate_IEX_2_30_1a_10272017,25
HEMO_IEX2,Hemolysate_IEX_2_46_1a_10272017,41
HEMO_IEX2,Hemolysate_IEX_2_31_1a_10272017,26
HEMO_IEX2,Hemolysate_IEX_2_33_1a_10272017,28
HEMO_IEX2,Hemolysate_IEX_2_61_1a_10272017,56
HEMO_IEX2,Hemolysate_IEX_2_64_1a_10272017,59
HEMO_IEX2,Hemolysate_IEX_2_17_1a_10272017,12
HEMO_IEX2,Hemolysate_IEX_2_50_1a_10272017,45
HEMO_IEX2,Hemolysate_IEX_2_13_1a_10272017,8
HEMO_IEX2,Hemolysate_IEX_2_14_1a_10272017,9
HEMO_IEX2,Hemolysate_IEX_2_24_1a_10272017,19
HEMO_IEX2,Hemolysate_IEX_2_25_1a_10272017,20
HEMO_IEX2,Hemolysate_IEX_2_26_1a_10272017,21
HEMO_IEX2,Hemolysate_IEX_2_34_1a_10272017,29
HEMO_IEX2,Hemolysate_IEX_2_36_1a_10272017,31
HEMO_IEX2,Hemolysate_IEX_2_37_1a_10272017,32
HEMO_IEX2,Hemolysate_IEX_2_38_1a_10272017,33
HEMO_IEX2,Hemolysate_IEX_2_39_1a_10272017,34
HEMO_IEX2,Hemolysate_IEX_2_40_1a_10272017,35
HEMO_IEX2,Hemolysate_IEX_2_42_1a_10272017,37
HEMO_IEX2,Hemolysate_IEX_2_47_1a_10272017,42
HEMO_IEX2,Hemolysate_IEX_2_48_1a_10272017,43
HEMO_IEX2,Hemolysate_IEX_2_49_1a_10272017,44
HEMO_IEX2,Hemolysate_IEX_2_51_1a_10272017,46
HEMO_IEX2,Hemolysate_IEX_2_52_1a_10272017,47
HEMO_IEX2,Hemolysate_IEX_2_62_1a_10272017,57
HEMO_IEX2,Hemolysate_IEX_2_63_1a_10272017,58
HEMO_IEX2,Hemolysate_IEX_2_68_1a_10272017,63
HEMO_IEX2,Hemolysate_IEX_2_69_1a_10272017,64
HEMO_IEX2,Hemolysate_IEX_2_70_1a_10272017,65
HEMO_IEX2,Hemolysate_IEX_2_71_1a_10272017,66
HEMO_IEX2,Hemolysate_IEX_2_22_1a_10272017,17
HEMO_IEX2,Hemolysate_IEX_2_35_1a_10272017,30
HEMO_IEX2,Hemolysate_IEX_2_28_1a_10272017,23
HEMO_IEX2,Hemolysate_IEX_2_10_1a_10272017,5
HEMO_IEX2,Hemolysate_IEX_2_23_1a_10272017,18
HEMO_IEX2,Hemolysate_IEX_2_27_1a_10272017,22
HEMO_IEX2,Hemolysate_IEX_2_29_1a_10272017,24
HEMO_IEX2,Hemolysate_IEX_2_06_1a_10272017,1
HEMO_IEX2,Hemolysate_IEX_2_07_1a_10272017,2
HEMO_SEC1,Hemolysate_SEC_39_1a_11092017,38
HEMO_SEC1,Hemolysate_SEC_10_1a_11092017,9
HEMO_SEC1,Hemolysate_SEC_11_1a_11092017,10
HEMO_SEC1,Hemolysate_SEC_12_1a_11092017,11
HEMO_SEC1,Hemolysate_SEC_06_1a_11092017,5
HEMO_SEC1,Hemolysate_SEC_13_1a_11092017,12
HEMO_SEC1,Hemolysate_SEC_32_1a_11092017,31
HEMO_SEC1,Hemolysate_SEC_33_1a_11092017,32
HEMO_SEC1,Hemolysate_SEC_55_1a_11092017,54
HEMO_SEC1,Hemolysate_SEC_09_1a_11092017,8
HEMO_SEC1,Hemolysate_SEC_19_1a_11092017,18
HEMO_SEC1,Hemolysate_SEC_20_1a_11092017,19
HEMO_SEC1,Hemolysate_SEC_21_1a_11092017,20
HEMO_SEC1,Hemolysate_SEC_22_1a_11092017,21
HEMO_SEC1,Hemolysate_SEC_23_1a_11092017,22
HEMO_SEC1,Hemolysate_SEC_31_1a_11092017,30
HEMO_SEC1,Hemolysate_SEC_43_1a_11092017,42
HEMO_SEC1,Hemolysate_SEC_44_1a_11092017,43
HEMO_SEC1,Hemolysate_SEC_45_1a_11092017,44
HEMO_SEC1,Hemolysate_SEC_46_1a_11092017,45
HEMO_SEC1,Hemolysate_SEC_56_1a_11092017,55
HEMO_SEC1,Hemolysate_SEC_67_1a_11092017,66
HEMO_SEC1,Hemolysate_SEC_68_1a_11092017,67
HEMO_SEC1,Hemolysate_SEC_69_1a_11092017,68
HEMO_SEC1,Hemolysate_SEC_15_1a_11092017,14
HEMO_SEC1,Hemolysate_SEC_16_1a_11092017,15
HEMO_SEC1,Hemolysate_SEC_17_1a_11092017,16
HEMO_SEC1,Hemolysate_SEC_24_1a_11092017,23
HEMO_SEC1,Hemolysate_SEC_26_1a_11092017,25
HEMO_SEC1,Hemolysate_SEC_27_1a_11092017,26
HEMO_SEC1,Hemolysate_SEC_28_1a_11092017,27
HEMO_SEC1,Hemolysate_SEC_29_1a_11092017,28
HEMO_SEC1,Hemolysate_SEC_30_1a_11092017,29
HEMO_SEC1,Hemolysate_SEC_34_1a_11092017,33
HEMO_SEC1,Hemolysate_SEC_35_1a_11092017,34
HEMO_SEC1,Hemolysate_SEC_38_1a_11092017,37
HEMO_SEC1,Hemolysate_SEC_41_1a_11092017,40
HEMO_SEC1,Hemolysate_SEC_42_1a_11092017,41
HEMO_SEC1,Hemolysate_SEC_14_1a_11092017,13
HEMO_SEC1,Hemolysate_SEC_05_1a_11092017,4
HEMO_SEC1,Hemolysate_SEC_07_1a_11092017,6
HEMO_SEC1,Hemolysate_SEC_18_1a_11092017,17
HEMO_SEC1,Hemolysate_SEC_48_1a_11092017,47
HEMO_SEC1,Hemolysate_SEC_64_1a_11092017,63
HEMO_SEC1,Hemolysate_SEC_65_1a_11092017,64
HEMO_SEC1,Hemolysate_SEC_71_1a_11092017,70
HEMO_SEC1,Hemolysate_SEC_04_1a_11092017,3
HEMO_SEC1,Hemolysate_SEC_47_1a_11092017,46
HEMO_SEC1,Hemolysate_SEC_08_1a_11092017,7
HEMO_SEC1,Hemolysate_SEC_25_1a_11092017,24
HEMO_SEC1,Hemolysate_SEC_49_1a_11092017,48
HEMO_SEC1,Hemolysate_SEC_50_1a_11092017,49
HEMO_SEC1,Hemolysate_SEC_52_1a_11092017,51
HEMO_SEC1,Hemolysate_SEC_60_1a_11092017,59
HEMO_SEC1,Hemolysate_SEC_36_1a_11092017,35
HEMO_SEC1,Hemolysate_SEC_37_1a_11092017,36
HEMO_SEC1,Hemolysate_SEC_40_1a_11092017,39
HEMO_SEC1,Hemolysate_SEC_51_1a_11092017,50
HEMO_SEC1,Hemolysate_SEC_58_1a_11092017,57
HEMO_SEC1,Hemolysate_SEC_63_1a_11092017,62
HEMO_SEC1,Hemolysate_SEC_02_1a_11092017,1
HEMO_SEC1,Hemolysate_SEC_53_1a_11092017,52
HEMO_SEC1,Hemolysate_SEC_54_1a_11092017,53
HEMO_SEC1,Hemolysate_SEC_57_1a_11092017,56
HEMO_SEC1,Hemolysate_SEC_59_1a_11092017,58
HEMO_SEC1,Hemolysate_SEC_61_1a_11092017,60
HEMO_SEC1,Hemolysate_SEC_66_1a_11092017,65
HEMO_SEC1,Hemolysate_SEC_70_1a_11092017,69
HEMO_SEC1,Hemolysate_SEC_73_1a_11092017,72
HEMO_SEC1,Hemolysate_SEC_74_1a_11092017,73
HEMO_SEC1,Hemolysate_SEC_72_1a_11092017,71
HEMO_SEC1,Hemolysate_SEC_62_1a_11092017,61
HEMO_SEC1,Hemolysate_SEC_03_1a_11092017,2
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_19_01052018,19
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_20_01052018,20
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_13_01052018,13
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_15b_01052018,15
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_14_01052018,14
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_16_01052018,16
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_18_01052018,18
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_17_01052018,17
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_21_01052018,21
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_22_01052018,22
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_27_01052018,27
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_30_01052018,30
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_31_01052018,31
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_32_01052018,32
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_37_01052018,37
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_38_01052018,38
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_42_01052018,42
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_47_01052018,47
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_52_01052018,52
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_53_01052018,53
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_54_01052018,54
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_62_01052018,62
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_63_01052018,63
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_74_01052018,74
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_24_01052018,24
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_26_01052018,26
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_33_01052018,33
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_36_01052018,36
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_39_01052018,39
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_25_01052018,25
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_29_01052018,29
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_09_01052018,9
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_08_01052018,8
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_12_01052018,12
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_55_01052018,55
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_66_01052018,66
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_23_01052018,23
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_34_01052018,34
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_35_01052018,35
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_41_01052018,41
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_44_01052018,44
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_45_01052018,45
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_50_01052018,50
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_60_01052018,60
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_61_01052018,61
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_68_01052018,68
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_70_01052018,70
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_75_01052018,75
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_10_01052018,10
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_11_01052018,11
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_07_01052018,7
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_65_01052018,65
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_56_01052018,56
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_59_01052018,59
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_28_01052018,28
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_73_01052018,73
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_06_01052018,6
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_40_01052018,40
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_46_01052018,46
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_48_01052018,48
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_58_01052018,58
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_43_01052018,43
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_49_01052018,49
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_51_01052018,51
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_57_01052018,57
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_64_01052018,64
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_67_01052018,67
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_69_01052018,69
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_71_01052018,71
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_72_01052018,72
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_05_01052018,5
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_02_01052018,2
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_04_01052018,4
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_01_01052018,1
HEMO_SEC2,Hemolysate6569_SEC_ctrlRNaseA_03_01052018,3
SOYBN_SEC1,Soy_sprout_SEC_26_1a_10212017,24
SOYBN_SEC1,Soy_sprout_SEC_27_1a_10212017,25
SOYBN_SEC1,Soy_sprout_SEC_28_1a_10212017,26
SOYBN_SEC1,Soy_sprout_SEC_29_1a_10222017,27
SOYBN_SEC1,Soy_sprout_SEC_30_1a_10222017,28
SOYBN_SEC1,Soy_sprout_SEC_31_1a_10232017,29
SOYBN_SEC1,Soy_sprout_SEC_33_1a_10232017,31
SOYBN_SEC1,Soy_sprout_SEC_15_1a_10212017,13
SOYBN_SEC1,Soy_sprout_SEC_20_1a_10232017,18
SOYBN_SEC1,Soy_sprout_SEC_03_1a_10212017,1
SOYBN_SEC1,Soy_sprout_SEC_04_1a_10212017,2
SOYBN_SEC1,Soy_sprout_SEC_62_1a_10212017,60
SOYBN_SEC1,Soy_sprout_SEC_19_1a_10232017,17
SOYBN_SEC1,Soy_sprout_SEC_13_1a_10202017,11
SOYBN_SEC1,Soy_sprout_SEC_39_1a_10212017,37
SOYBN_SEC1,Soy_sprout_SEC_34_1a_10242017,32
SOYBN_SEC1,Soy_sprout_SEC_11_1a_10242017,9
SOYBN_SEC1,Soy_sprout_SEC_10_1a_10242017,8
SOYBN_SEC1,Soy_sprout_SEC_24_1a_10242017,22
SOYBN_SEC1,Soy_sprout_SEC_25_1a_10202017,23
SOYBN_SEC1,Soy_sprout_SEC_35_1a_10242017,33
SOYBN_SEC1,Soy_sprout_SEC_36_1a_10242017,34
SOYBN_SEC1,Soy_sprout_SEC_37_1a_10202017,35
SOYBN_SEC1,Soy_sprout_SEC_12_1a_10242017,10
SOYBN_SEC1,Soy_sprout_SEC_06_1a_10222017,4
SOYBN_SEC1,Soy_sprout_SEC_07_1a_10222017,5
SOYBN_SEC1,Soy_sprout_SEC_08_1a_10232017,6
SOYBN_SEC1,Soy_sprout_SEC_09_1a_10232017,7
SOYBN_SEC1,Soy_sprout_SEC_14_1a_10212017,12
SOYBN_SEC1,Soy_sprout_SEC_16_1a_10212017,14
SOYBN_SEC1,Soy_sprout_SEC_18_1a_10222017,16
SOYBN_SEC1,Soy_sprout_SEC_21_1a_10232017,19
SOYBN_SEC1,Soy_sprout_SEC_22_1a_10242017,20
SOYBN_SEC1,Soy_sprout_SEC_23_1a_10242017,21
SOYBN_SEC1,Soy_sprout_SEC_32_1a_10232017,30
SOYBN_SEC1,Soy_sprout_SEC_40_1a_10212017,38
SOYBN_SEC1,Soy_sprout_SEC_41_1a_10222017,39
SOYBN_SEC1,Soy_sprout_SEC_42_1a_10222017,40
SOYBN_SEC1,Soy_sprout_SEC_43_1a_10232017,41
SOYBN_SEC1,Soy_sprout_SEC_44_1a_10232017,42
SOYBN_SEC1,Soy_sprout_SEC_45_1a_10232017,43
SOYBN_SEC1,Soy_sprout_SEC_46_1a_10242017,44
SOYBN_SEC1,Soy_sprout_SEC_47_1a_10242017,45
SOYBN_SEC1,Soy_sprout_SEC_49_1a_10202017,47
SOYBN_SEC1,Soy_sprout_SEC_50_1a_10212017,48
SOYBN_SEC1,Soy_sprout_SEC_51_1a_10212017,49
SOYBN_SEC1,Soy_sprout_SEC_52_1a_10222017,50
SOYBN_SEC1,Soy_sprout_SEC_53_1a_10222017,51
SOYBN_SEC1,Soy_sprout_SEC_54_1a_10222017,52
SOYBN_SEC1,Soy_sprout_SEC_55_1a_10232017,53
SOYBN_SEC1,Soy_sprout_SEC_56_1a_10232017,54
SOYBN_SEC1,Soy_sprout_SEC_57_1a_10242017,55
SOYBN_SEC1,Soy_sprout_SEC_58_1a_10242017,56
SOYBN_SEC1,Soy_sprout_SEC_59_1a_10242017,57
SOYBN_SEC1,Soy_sprout_SEC_61_1a_10202017,59
SOYBN_SEC1,Soy_sprout_SEC_63_1a_10212017,61
SOYBN_SEC1,Soy_sprout_SEC_64_1a_10222017,62
SOYBN_SEC1,Soy_sprout_SEC_66_1a_10222017,64
SOYBN_SEC1,Soy_sprout_SEC_67_1a_10232017,65
SOYBN_SEC1,Soy_sprout_SEC_68_1a_10232017,66
SOYBN_SEC1,Soy_sprout_SEC_60_1a_10242017,58
SOYBN_SEC1,Soy_sprout_SEC_69_1a_10242017,67
SOYBN_SEC1,Soy_sprout_SEC_05_1a_10222017,3
SOYBN_SEC1,Soy_sprout_SEC_17_1a_10222017,15
SOYBN_SEC1,Soy_sprout_SEC_38_1a_10212017,36
SOYBN_SEC1,Soy_sprout_SEC_65_1a_10222017,63
SOYBN_SEC1,Soy_sprout_SEC_48_1a_10242017,46
SOYBN_SEC2,SoySEC_standards_02a_03132018,1
SOYBN_SEC2,SoySEC_standards_03a_03142018,2
SOYBN_SEC2,SoySEC_standards_04a_03142018,3
SOYBN_SEC2,SoySEC_standards_15a_03142018,13
SOYBN_SEC2,SoySEC_standards_18a_03152018,16
SOYBN_SEC2,SoySEC_standards_23a_03172018,21
SOYBN_SEC2,SoySEC_standards_29a_03152018,27
SOYBN_SEC2,SoySEC_standards_32a_03162018,30
SOYBN_SEC2,SoySEC_standards_33a_03162018,31
SOYBN_SEC2,SoySEC_standards_34a_03162018,32
SOYBN_SEC2,SoySEC_standards_35a_03172018,33
SOYBN_SEC2,SoySEC_standards_36a_03172018,34
SOYBN_SEC2,SoySEC_standards_38a_03142018,36
SOYBN_SEC2,SoySEC_standards_39a_03142018,37
SOYBN_SEC2,SoySEC_standards_40a_03142018,38
SOYBN_SEC2,SoySEC_standards_45a_03162018,43
SOYBN_SEC2,SoySEC_standards_47a_03172018,45
SOYBN_SEC2,SoySEC_standards_06a_03152018,4
SOYBN_SEC2,SoySEC_standards_08a_03162018,6
SOYBN_SEC2,SoySEC_standards_09a_03162018,7
SOYBN_SEC2,SoySEC_standards_10a_03162018,8
SOYBN_SEC2,SoySEC_standards_11a_03172018,9
SOYBN_SEC2,SoySEC_standards_12a_03172018,10
SOYBN_SEC2,SoySEC_standards_48a_03172018,46
SOYBN_SEC2,SoySEC_standards_71a_03172018,69
SOYBN_SEC2,SoySEC_standards_24a_03172018,22
SOYBN_SEC2,SoySEC_standards_25a_03132018,23
SOYBN_SEC2,SoySEC_standards_31a_03152018,29
SOYBN_SEC2,SoySEC_standards_16a_03142018,14
SOYBN_SEC2,SoySEC_standards_26a_03132018,24
SOYBN_SEC2,SoySEC_standards_14a_03132018,12
SOYBN_SEC2,SoySEC_standards_17a_03152018,15
SOYBN_SEC2,SoySEC_standards_19a_03152018,17
SOYBN_SEC2,SoySEC_standards_07a_03152018,5
SOYBN_SEC2,SoySEC_standards_21a_03162018,19
SOYBN_SEC2,SoySEC_standards_22a_03162018,20
SOYBN_SEC2,SoySEC_standards_28a_03142018,26
SOYBN_SEC2,SoySEC_standards_30a_03152018,28
SOYBN_SEC2,SoySEC_standards_41a_03152018,39
SOYBN_SEC2,SoySEC_standards_43a_03152018,41
SOYBN_SEC2,SoySEC_standards_44a_03162018,42
SOYBN_SEC2,SoySEC_standards_46a_03162018,44
SOYBN_SEC2,SoySEC_standards_49a_03132018,47
SOYBN_SEC2,SoySEC_standards_50a_03142018,48
SOYBN_SEC2,SoySEC_standards_52a_03142018,50
SOYBN_SEC2,SoySEC_standards_55a_03152018,53
SOYBN_SEC2,SoySEC_standards_56a_03162018,54
SOYBN_SEC2,SoySEC_standards_57a_03162018,55
SOYBN_SEC2,SoySEC_standards_60a_03172018,58
SOYBN_SEC2,SoySEC_standards_61a_03132018,59
SOYBN_SEC2,SoySEC_standards_65a_03152018,63
SOYBN_SEC2,SoySEC_standards_66a_03152018,64
SOYBN_SEC2,SoySEC_standards_68a_03162018,66
SOYBN_SEC2,SoySEC_standards_69a_03162018,67
SOYBN_SEC2,SoySEC_standards_72a_03172018,70
SOYBN_SEC2,SoySEC_standards_62a_03142018,60
SOYBN_SEC2,SoySEC_standards_53a_03152018,51
SOYBN_SEC2,SoySEC_standards_59a_03172018,57
SOYBN_SEC2,SoySEC_standards_20a_03162018,18
SOYBN_SEC2,SoySEC_standards_67a_03162018,65
SOYBN_SEC2,SoySEC_standards_70a_03172018,68
SOYBN_SEC2,SoySEC_standards_51a_03142018,49
SOYBN_SEC2,SoySEC_standards_42a_03152018,40
SOYBN_SEC2,SoySEC_standards_58a_03162018,56
SOYBN_SEC2,SoySEC_standards_63a_03142018,61
SOYBN_SEC2,SoySEC_standards_64a_03142018,62
SOYBN_SEC2,SoySEC_standards_13a_03132018,11
SOYBN_SEC2,SoySEC_standards_37a_03132018,35
SOYBN_SEC2,SoySEC_standards_54a_03152018,52
SOYBN_SEC2,SoySEC_standards_27a_03142018,25
